method,uri,controller,action,middleware_permission,module_gate,controller_check_permissions,classification,notes
POST,/api/v1/catalog-carts/{id}/convert,App\Modules\Cart\Presentation\Controllers\CatalogCartController,convert,catalog_cart.convert_po,,,MIDDLEWARE,
GET|HEAD,/api/v1/progression/profile,App\Modules\Progression\Presentation\Controllers\CompanyProgressionController,show,,,,AUTH_ONLY,
POST,/api/v1/progression/register,App\Modules\Progression\Presentation\Controllers\CompanyProgressionController,register,,,,AUTH_ONLY,
GET|HEAD,/api/v1/progression/milestones,App\Modules\Progression\Presentation\Controllers\CompanyProgressionController,milestones,,,,AUTH_ONLY,
GET|HEAD,/api/v1/progression/modules,App\Modules\Progression\Presentation\Controllers\ModuleReadinessController,index,,,,AUTH_ONLY,
POST,/api/v1/progression/modules/{moduleId}/activate,App\Modules\Progression\Presentation\Controllers\ModuleReadinessController,activate,,,,AUTH_ONLY,
GET|HEAD,/api/v1/progression/recommendations,App\Modules\Progression\Presentation\Controllers\RecommendationController,index,,,,AUTH_ONLY,
POST,/api/v1/progression/recommendations/{recommendationId}/accept,App\Modules\Progression\Presentation\Controllers\RecommendationController,accept,,,,AUTH_ONLY,
POST,/api/v1/progression/recommendations/{recommendationId}/dismiss,App\Modules\Progression\Presentation\Controllers\RecommendationController,dismiss,,,,AUTH_ONLY,
GET|HEAD,/api/v1/services,App\Modules\Service\Presentation\Controllers\ServiceController,index,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/services/{service},App\Modules\Service\Presentation\Controllers\ServiceController,show,,Workshop,,AUTH_ONLY,
POST,/api/v1/services,App\Modules\Service\Presentation\Controllers\ServiceController,store,,Workshop,formrequest[CreateServiceRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Service\Presentation\Requests\CreateServiceRequest::authorize() returns true unconditionally (no permission check)
PATCH,/api/v1/services/{service},App\Modules\Service\Presentation\Controllers\ServiceController,update,,Workshop,formrequest[UpdateServiceRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Service\Presentation\Requests\UpdateServiceRequest::authorize() returns true unconditionally (no permission check)
DELETE,/api/v1/services/{service},App\Modules\Service\Presentation\Controllers\ServiceController,destroy,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/service-categories,App\Modules\Service\Presentation\Controllers\ServiceCategoryController,index,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/service-categories/tree,App\Modules\Service\Presentation\Controllers\ServiceCategoryController,tree,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/service-categories/{category},App\Modules\Service\Presentation\Controllers\ServiceCategoryController,show,,Workshop,,AUTH_ONLY,
POST,/api/v1/service-categories,App\Modules\Service\Presentation\Controllers\ServiceCategoryController,store,,Workshop,formrequest[CreateServiceCategoryRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Service\Presentation\Requests\CreateServiceCategoryRequest::authorize() returns true unconditionally (no permission check)
PATCH,/api/v1/service-categories/{category},App\Modules\Service\Presentation\Controllers\ServiceCategoryController,update,,Workshop,formrequest[UpdateServiceCategoryRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Service\Presentation\Requests\UpdateServiceCategoryRequest::authorize() returns true unconditionally (no permission check)
DELETE,/api/v1/service-categories/{category},App\Modules\Service\Presentation\Controllers\ServiceCategoryController,destroy,,Workshop,,AUTH_ONLY,
GET|HEAD,/api/v1/banks,App\Modules\Treasury\Presentation\Controllers\BankController,index,,,,AUTH_ONLY,
GET|HEAD,/api/v1/payment-methods,App\Modules\Treasury\Presentation\Controllers\PaymentMethodController,index,treasury.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-methods/{paymentMethod},App\Modules\Treasury\Presentation\Controllers\PaymentMethodController,show,treasury.view,,,MIDDLEWARE,
POST,/api/v1/payment-methods,App\Modules\Treasury\Presentation\Controllers\PaymentMethodController,store,treasury.manage,,,MIDDLEWARE,
PATCH,/api/v1/payment-methods/{paymentMethod},App\Modules\Treasury\Presentation\Controllers\PaymentMethodController,update,treasury.manage,,,MIDDLEWARE,
GET|HEAD,/api/v1/treasury/cash-position,App\Modules\Treasury\Presentation\Controllers\CashPositionController,index,treasury.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/treasury/maturing-instruments,App\Modules\Treasury\Presentation\Controllers\MaturingInstrumentsController,index,instruments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-repositories,App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,index,repositories.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-repositories/{repository},App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,show,repositories.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-repositories/{repository}/balance,App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,balance,repositories.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-repositories/{repository}/transactions,App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,transactions,repositories.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-repositories/{repository}/movements,App\Modules\Treasury\Presentation\Controllers\RepositoryMovementController,index,treasury.view,,,MIDDLEWARE,
POST,/api/v1/payment-repositories,App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,store,repositories.manage,,,MIDDLEWARE,
PATCH,/api/v1/payment-repositories/{repository},App\Modules\Treasury\Presentation\Controllers\PaymentRepositoryController,update,repositories.manage,,,MIDDLEWARE,
POST,/api/v1/payment-repositories/{repository}/adjustments,App\Modules\Treasury\Presentation\Controllers\RepositoryAdjustmentController,store,treasury.adjust,,formrequest[AdjustRepositoryRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/payment-repositories/transfers,App\Modules\Treasury\Presentation\Controllers\RepositoryTransferController,store,treasury.transfer,,formrequest[TransferRepositoryRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/payment-instruments,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,index,instruments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-instruments/{instrument},App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,show,instruments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payment-instruments/{instrument}/events,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,events,instruments.view,,,MIDDLEWARE,
POST,/api/v1/payment-instruments,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,store,instruments.create,,,MIDDLEWARE,
PATCH,/api/v1/payment-instruments/{instrument},App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,update,instruments.update,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/deposit,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,deposit,instruments.transfer,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/clear,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,clear,instruments.clear,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/bounce,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,bounce,instruments.bounce,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/transfer,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,transfer,instruments.transfer,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/cancel,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,cancel,instruments.cancel,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/clear-outbound,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,clearOutbound,instruments.clear-outbound,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/bounce-outbound,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,bounceOutbound,instruments.clear-outbound,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/represent,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,represent,instruments.clear-outbound,,,MIDDLEWARE,
POST,/api/v1/payment-instruments/{instrument}/cancel-outbound,App\Modules\Treasury\Presentation\Controllers\PaymentInstrumentController,cancelOutbound,instruments.cancel-outbound,,,MIDDLEWARE,
GET|HEAD,/api/v1/instrument-remittances,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,index,instruments.remit,,,MIDDLEWARE,
POST,/api/v1/instrument-remittances,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,store,instruments.remit,,,MIDDLEWARE,
GET|HEAD,/api/v1/instrument-remittances/{remittance},App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,show,instruments.remit,,,MIDDLEWARE,
POST,/api/v1/instrument-remittances/{remittance}/lines,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,addLine,instruments.remit,,,MIDDLEWARE,
DELETE,/api/v1/instrument-remittances/{remittance}/lines/{line},App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,removeLine,instruments.remit,,,MIDDLEWARE,
POST,/api/v1/instrument-remittances/{remittance}/remit,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,remit,instruments.remit,,,MIDDLEWARE,
POST,/api/v1/instrument-remittances/{remittance}/lines/{line}/clear,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,clearLine,instruments.clear,,,MIDDLEWARE,
POST,/api/v1/instrument-remittances/{remittance}/lines/{line}/bounce,App\Modules\Treasury\Presentation\Controllers\InstrumentRemittanceController,bounceLine,instruments.bounce,,,MIDDLEWARE,
GET|HEAD,/api/v1/payments,App\Modules\Treasury\Presentation\Controllers\PaymentController,index,payments.view,,formrequest[ListPaymentsRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/payments/{payment},App\Modules\Treasury\Presentation\Controllers\PaymentController,show,payments.view,,,MIDDLEWARE,
POST,/api/v1/payments,App\Modules\Treasury\Presentation\Controllers\PaymentController,store,payments.create,,service[SupplierPaymentAuthorizer::assertMayPay]:payments.pay-supplier,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/payments/{payment}/refund,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,refundPayment,payments.refund,,,MIDDLEWARE,
POST,/api/v1/payments/{payment}/partial-refund,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,partialRefund,payments.refund,,,MIDDLEWARE,
POST,/api/v1/payments/{payment}/reverse,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,reversePayment,payments.reverse,,,MIDDLEWARE,
GET|HEAD,/api/v1/payments/{payment}/can-refund,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,checkRefundable,payments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/payments/{payment}/refund-history,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,getRefundHistory,payments.view,,,MIDDLEWARE,
POST,/api/v1/documents/{document}/refund-prepayment,App\Modules\Treasury\Presentation\Controllers\PaymentRefundController,refundPrepayment,payments.void,,formrequest[RefundPrepaymentRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/documents/{document}/split-payment,App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,createSplitPayment,payments.create,,,MIDDLEWARE,
POST,/api/v1/payments/deposit,App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,recordDeposit,payments.create,,,MIDDLEWARE,
POST,/api/v1/payments/{payment}/apply-deposit,App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,applyDeposit,payments.create,,,MIDDLEWARE,
GET|HEAD,/api/v1/partners/{partner}/unallocated-balance/{currency},App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,getUnallocatedBalance,payments.view,,,MIDDLEWARE,
POST,/api/v1/payments/on-account,App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,recordPaymentOnAccount,payments.create,,,MIDDLEWARE,
GET|HEAD,/api/v1/partners/{partner}/account-balance/{currency},App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,getPartnerAccountBalance,payments.view,,,MIDDLEWARE,
POST,/api/v1/payments/validate-split,App\Modules\Treasury\Presentation\Controllers\MultiPaymentController,validateSplit,payments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/smart-payment/tolerance-settings,App\Modules\Treasury\Presentation\Controllers\SmartPaymentController,getToleranceSettings,payments.view,,,MIDDLEWARE,
POST,/api/v1/smart-payment/preview-allocation,App\Modules\Treasury\Presentation\Controllers\SmartPaymentController,previewAllocation,payments.view,,,MIDDLEWARE,
POST,/api/v1/smart-payment/apply-allocation,App\Modules\Treasury\Presentation\Controllers\SmartPaymentController,applyAllocation,payments.create,,,MIDDLEWARE,
GET|HEAD,/api/v1/partners/{partner}/open-invoices,App\Modules\Treasury\Presentation\Controllers\SmartPaymentController,getOpenInvoices,payments.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/bank-statements,App\Modules\Treasury\Presentation\Controllers\BankStatementController,index,bank-statements.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/bank-statements/{bankStatement},App\Modules\Treasury\Presentation\Controllers\BankStatementController,show,bank-statements.view,,,MIDDLEWARE,
POST,/api/v1/bank-statements/upload,App\Modules\Treasury\Presentation\Controllers\BankStatementController,upload,bank-statements.import,,formrequest[UploadBankStatementRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/bank-statements,App\Modules\Treasury\Presentation\Controllers\BankStatementController,store,bank-statements.import,,formrequest[ConfirmBankStatementRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/bank-statements/{bankStatement}/void,App\Modules\Treasury\Presentation\Controllers\BankStatementController,void,bank-statements.reconcile,,,MIDDLEWARE,
POST,/api/v1/bank-statements/{bankStatement}/complete,App\Modules\Treasury\Presentation\Controllers\BankStatementController,complete,bank-statements.reconcile,,service[StatementCompletionService::complete]:bank-statements.reopen,MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/bank-statements/{bankStatement}/reopen,App\Modules\Treasury\Presentation\Controllers\BankStatementController,reopen,bank-statements.reopen,,,MIDDLEWARE,
GET|HEAD,/api/v1/bank-statement-targets/{targetType}/{targetId}/lines,App\Modules\Treasury\Presentation\Controllers\StatementLineController,targetProvenance,bank-statements.view,,,MIDDLEWARE,
POST,/api/v1/bank-statement-lines/{statementLine}/allocations,App\Modules\Treasury\Presentation\Controllers\StatementLineController,allocate,bank-statements.reconcile,,formrequest[AllocateStatementLineRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/bank-statement-lines/{statementLine}/suggestions,App\Modules\Treasury\Presentation\Controllers\StatementLineController,suggestions,bank-statements.reconcile,,,MIDDLEWARE,
DELETE,/api/v1/bank-statement-lines/{statementLine}/allocations/{repositoryMovement?},App\Modules\Treasury\Presentation\Controllers\StatementLineController,unallocate,bank-statements.reconcile,,formrequest[UnallocateStatementLineRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/bank-statement-lines/{statementLine}/ignore,App\Modules\Treasury\Presentation\Controllers\StatementLineController,ignore,bank-statements.reconcile,,formrequest[IgnoreStatementLineRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/bank-statement-lines/{statementLine}/ignore,App\Modules\Treasury\Presentation\Controllers\StatementLineController,unignore,bank-statements.reconcile,,,MIDDLEWARE,
POST,/api/v1/bank-statement-lines/{statementLine}/actions,App\Modules\Treasury\Presentation\Controllers\StatementLineController,execute,bank-statements.reconcile,,formrequest[ExecuteStatementActionRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/statement-import-profiles,App\Modules\Treasury\Presentation\Controllers\StatementProfileController,index,bank-statements.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/statement-import-profiles/{statementProfile},App\Modules\Treasury\Presentation\Controllers\StatementProfileController,show,bank-statements.view,,,MIDDLEWARE,
POST,/api/v1/statement-import-profiles,App\Modules\Treasury\Presentation\Controllers\StatementProfileController,store,bank-statements.import,,formrequest[StatementProfileRequest]:OPEN(returns true),MIDDLEWARE,
PATCH,/api/v1/statement-import-profiles/{statementProfile},App\Modules\Treasury\Presentation\Controllers\StatementProfileController,update,bank-statements.import,,formrequest[StatementProfileRequest]:OPEN(returns true),MIDDLEWARE,
DELETE,/api/v1/statement-import-profiles/{statementProfile},App\Modules\Treasury\Presentation\Controllers\StatementProfileController,destroy,bank-statements.import,,,MIDDLEWARE,
GET|HEAD,/api/v1/uom/categories,App\Modules\Uom\Presentation\Controllers\UomController,indexCategories,,,,AUTH_ONLY,
GET|HEAD,/api/v1/uom/units,App\Modules\Uom\Presentation\Controllers\UomController,indexUnits,,,,AUTH_ONLY,
GET|HEAD,/api/v1/uom/units/{id},App\Modules\Uom\Presentation\Controllers\UomController,showUnit,,,,AUTH_ONLY,
POST,/api/v1/uom/units,App\Modules\Uom\Presentation\Controllers\UomController,storeUnit,,,formrequest[CreateUnitRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Uom\Presentation\Requests\CreateUnitRequest::authorize() returns true unconditionally (no permission check)
PUT,/api/v1/uom/units/{id},App\Modules\Uom\Presentation\Controllers\UomController,updateUnit,,,formrequest[UpdateUnitRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Uom\Presentation\Requests\UpdateUnitRequest::authorize() returns true unconditionally (no permission check)
DELETE,/api/v1/uom/units/{id},App\Modules\Uom\Presentation\Controllers\UomController,destroyUnit,,,,AUTH_ONLY,
GET|HEAD,/api/v1/uom/unit-text-mappings/unmapped,App\Modules\Uom\Presentation\Controllers\UomController,unmappedUnitTexts,,,,AUTH_ONLY,
POST,/api/v1/uom/unit-text-mappings,App\Modules\Uom\Presentation\Controllers\UomController,applyUnitTextMapping,,,formrequest[ApplyUnitTextMappingRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Uom\Presentation\Requests\ApplyUnitTextMappingRequest::authorize() returns true unconditionally (no permission check)
POST,/api/v1/uom/convert,App\Modules\Uom\Presentation\Controllers\UomController,convert,,,,AUTH_ONLY,
GET|HEAD,/api/v1/admin/country-defaults/templates,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,index,,,formrequest[ListTemplatesRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
POST,/api/v1/admin/country-defaults/templates,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,store,,,formrequest[CreateTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
POST,/api/v1/admin/country-defaults/templates/{id}/clone,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,clone,,,formrequest[CloneTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
GET|HEAD,/api/v1/admin/country-defaults/templates/{id},App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,show,,,formrequest[ShowTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
PUT,/api/v1/admin/country-defaults/templates/{id},App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,update,,,formrequest[UpdateTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
DELETE,/api/v1/admin/country-defaults/templates/{id},App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,destroy,,,,SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
PUT,/api/v1/admin/country-defaults/templates/{id}/rows,App\Modules\CountryDefaults\Presentation\Controllers\TemplateRowController,update,,,formrequest[UpsertTemplateRowsRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
GET|HEAD,/api/v1/admin/country-defaults/templates/{id}/validation,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,validation,,,formrequest[ValidateTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
POST,/api/v1/admin/country-defaults/templates/{id}/publish,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,publish,,,formrequest[PublishTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
POST,/api/v1/admin/country-defaults/templates/{id}/archive,App\Modules\CountryDefaults\Presentation\Controllers\TemplateController,archive,,,,SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
GET|HEAD,/api/v1/admin/country-defaults/assignments,App\Modules\CountryDefaults\Presentation\Controllers\AssignmentController,index,,,formrequest[ListAssignmentsRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
PUT,/api/v1/admin/country-defaults/assignments/{countryCode},App\Modules\CountryDefaults\Presentation\Controllers\AssignmentController,update,,,formrequest[AssignTemplateRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor"
GET|HEAD,/api/v1/admin/country-defaults/editors,App\Modules\CountryDefaults\Presentation\Controllers\DefaultsEditorController,index,,,formrequest[ListDefaultsEditorsRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor; central_admin_role:super_admin"
POST,/api/v1/admin/country-defaults/editors,App\Modules\CountryDefaults\Presentation\Controllers\DefaultsEditorController,store,,,formrequest[CreateDefaultsEditorRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor; central_admin_role:super_admin"
PUT,/api/v1/admin/country-defaults/editors,App\Modules\CountryDefaults\Presentation\Controllers\DefaultsEditorController,update,,,formrequest[UpdateDefaultsEditorRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor; central_admin_role:super_admin"
POST,/api/v1/admin/country-defaults/editors/{editor}/reset-credentials,App\Modules\CountryDefaults\Presentation\Controllers\DefaultsEditorController,resetCredentials,,,formrequest[ResetDefaultsEditorCredentialsRequest]:OPEN(returns true),SUPERADMIN_ONLY,"role gate: central_admin; central_admin_role:super_admin,defaults_editor; central_admin_role:super_admin"
GET|HEAD,/api/v1/price-lists,App\Modules\Pricing\Presentation\Controllers\PricingController,index,pricing.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/price-lists/{priceList},App\Modules\Pricing\Presentation\Controllers\PricingController,show,pricing.view,,,MIDDLEWARE,
POST,/api/v1/price-lists,App\Modules\Pricing\Presentation\Controllers\PricingController,store,pricing.manage,,,MIDDLEWARE,
PATCH,/api/v1/price-lists/{priceList},App\Modules\Pricing\Presentation\Controllers\PricingController,update,pricing.manage,,,MIDDLEWARE,
DELETE,/api/v1/price-lists/{priceList},App\Modules\Pricing\Presentation\Controllers\PricingController,destroy,pricing.manage,,,MIDDLEWARE,
POST,/api/v1/price-lists/{priceList}/items,App\Modules\Pricing\Presentation\Controllers\PricingController,addItem,pricing.manage,,,MIDDLEWARE,
PATCH,/api/v1/price-lists/{priceList}/items/{item},App\Modules\Pricing\Presentation\Controllers\PricingController,updateItem,pricing.manage,,,MIDDLEWARE,
DELETE,/api/v1/price-lists/{priceList}/items/{item},App\Modules\Pricing\Presentation\Controllers\PricingController,removeItem,pricing.manage,,,MIDDLEWARE,
POST,/api/v1/price-lists/{priceList}/partners,App\Modules\Pricing\Presentation\Controllers\PricingController,assignToPartner,pricing.manage,,,MIDDLEWARE,
DELETE,/api/v1/price-lists/{priceList}/partners/{partner},App\Modules\Pricing\Presentation\Controllers\PricingController,removeFromPartner,pricing.manage,,,MIDDLEWARE,
POST,/api/v1/pricing/get-price,App\Modules\Pricing\Presentation\Controllers\PricingController,getPrice,pricing.view,,,MIDDLEWARE,
POST,/api/v1/pricing/quantity-breaks,App\Modules\Pricing\Presentation\Controllers\PricingController,getQuantityBreaks,pricing.view,,,MIDDLEWARE,
POST,/api/v1/pricing/calculate-line,App\Modules\Pricing\Presentation\Controllers\PricingController,calculateLineTotal,pricing.view,,,MIDDLEWARE,
POST,/api/v1/pricing/bulk-prices,App\Modules\Pricing\Presentation\Controllers\PricingController,getBulkPrices,pricing.view,,,MIDDLEWARE,
POST,/api/v1/pricing/check-margin,App\Modules\Pricing\Presentation\Controllers\PricingController,checkMargin,pricing.view,,"service[MarginService::canSellAtPrice]:pricing.sell_below_cost,pricing.sell_below_minimum_margin,pricing.sell_below_target_margin",MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
POST,/api/v1/pricing/discount-policy,App\Modules\Pricing\Presentation\Controllers\DiscountPolicyController,__invoke,pricing.view_cost_prices,,"controller:pricing.sell_below_minimum_margin,pricing.sell_below_cost",MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/purchase-hub/offers,App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubOfferController,index,,,,AUTH_ONLY,
GET|HEAD,/api/v1/purchase-hub/offers/{id},App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubOfferController,show,,,,AUTH_ONLY,
POST,/api/v1/purchase-hub/orders,App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubOrderController,store,,,,AUTH_ONLY,
GET|HEAD,/api/v1/purchase-hub/orders,App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubOrderController,index,,,,AUTH_ONLY,
GET|HEAD,/api/v1/purchase-hub/orders/{id},App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubOrderController,show,,,,AUTH_ONLY,
POST,/api/webhooks/purchase-hub,App\Modules\PurchaseHub\Presentation\Controllers\PurchaseHubWebhookController,__invoke,,,,PUBLIC,webhook route with NO signature-verification middleware visible at the route/group level (may be checked inside the controller — not scanned by this permission-focused sweep)
POST,/api/v1/document-ingestions,App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,store,document-ingestions.create,,formrequest[StoreDocumentIngestionRequest]:OPEN(returns true),MIDDLEWARE,
GET|HEAD,/api/v1/document-ingestions,App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,index,document-ingestions.view,,,MIDDLEWARE,
GET|HEAD,/api/v1/document-ingestions/{id},App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,show,document-ingestions.view,,,MIDDLEWARE,
POST,/api/v1/document-ingestions/{id}/extract,App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,extract,document-ingestions.create,,,MIDDLEWARE,
POST,/api/v1/document-ingestions/{id}/reject,App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,reject,document-ingestions.reject,,,MIDDLEWARE,
POST,/api/v1/document-ingestions/{id}/commit,App\Modules\DocumentIngestion\Presentation\Controllers\DocumentIngestionController,commit,document-ingestions.commit,,formrequest[CommitDocumentIngestionRequest]:OPEN(returns true),MIDDLEWARE,
POST,/api/v1/companies,App\Modules\Company\Presentation\Controllers\CompanyController,store,,,formrequest[CreateCompanyRequest]:OPEN(returns true),AUTH_ONLY,FormRequest App\Modules\Company\Presentation\Requests\CreateCompanyRequest::authorize() returns true unconditionally (no permission check)
GET|HEAD,/api/v1/companies/{companyId},App\Modules\Company\Presentation\Controllers\CompanyController,show,,,,AUTH_ONLY,
PUT,/api/v1/companies/{companyId},App\Modules\Company\Presentation\Controllers\CompanyController,update,settings.update,,controller:settings.fiscal.update | formrequest[UpdateCompanyRequest]:OPEN(returns true),MIDDLEWARE,also has a secondary controller/FormRequest/service-level check (defense in depth)
GET|HEAD,/api/v1/companies/{companyId}/reservation-settings,App\Modules\Company\Presentation\Controllers\CompanyController,getReservationSettings,,,,AUTH_ONLY,
